date,Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate,State
2019-03-01,2019,Mar,64.7,61.0,352420.0,332710.0,19710.0,5.6,Alaska
2019-04-01,2019,Apr,64.7,61.1,352608.0,333202.0,19406.0,5.5,Alaska
2019-05-01,2019,May,64.8,61.2,352970.0,333694.0,19276.0,5.5,Alaska
2019-06-01,2019,Jun,64.8,61.3,353298.0,334000.0,19298.0,5.5,Alaska
2019-07-01,2019,Jul,64.9,61.3,353465.0,334072.0,19393.0,5.5,Alaska
2019-08-01,2019,Aug,64.9,61.3,353418.0,334011.0,19407.0,5.5,Alaska
2019-09-01,2019,Sep,64.8,61.3,353184.0,334025.0,19159.0,5.4,Alaska
2019-10-01,2019,Oct,64.8,61.3,352902.0,334144.0,18758.0,5.3,Alaska
2019-11-01,2019,Nov,64.7,61.4,352760.0,334362.0,18398.0,5.2,Alaska
2019-12-01,2019,Dec,64.7,61.4,352695.0,334486.0,18209.0,5.2,Alaska
2020-01-01,2020,Jan,64.7,61.4,352483.0,334287.0,18196.0,5.2,Alaska
2020-02-01,2020,Feb,64.6,61.3,351886.0,333653.0,18233.0,5.2,Alaska
2020-03-01,2020,Mar,64.5,61.1,350910.0,332823.0,18087.0,5.2,Alaska
2020-04-01,2020,Apr,62.0,54.7,337566.0,297482.0,40084.0,11.9,Alaska
2020-05-01,2020,May,63.5,55.9,345436.0,304260.0,41176.0,11.9,Alaska
2020-06-01,2020,Jun,63.7,56.5,346513.0,307304.0,39209.0,11.3,Alaska
2020-07-01,2020,Jul,64.4,57.2,350100.0,310952.0,39148.0,11.2,Alaska
2020-08-01,2020,Aug,62.7,57.8,340991.0,314304.0,26687.0,7.8,Alaska
2020-09-01,2020,Sep,63.2,58.3,344056.0,317552.0,26504.0,7.7,Alaska
2020-10-01,2020,Oct,63.4,58.8,345258.0,319963.0,25295.0,7.3,Alaska
2020-11-01,2020,Nov,63.7,59.1,346817.0,321790.0,25027.0,7.2,Alaska
2020-12-01,2020,Dec,64.0,59.3,348591.0,323188.0,25403.0,7.3,Alaska
2021-01-01,2021,Jan,64.1,59.5,349154.0,324408.0,24746.0,7.1,Alaska
2021-02-01,2021,Feb,64.3,59.8,350283.0,325614.0,24669.0,7.0,Alaska
2021-03-01,2021,Mar,64.5,60.0,351509.0,326831.0,24678.0,7.0,Alaska
2021-04-01,2021,Apr,64.7,60.2,352838.0,327977.0,24861.0,7.0,Alaska
2021-05-01,2021,May,64.8,60.4,353153.0,329080.0,24073.0,6.8,Alaska
2021-06-01,2021,Jun,65.0,60.6,354556.0,330283.0,24273.0,6.8,Alaska
2021-07-01,2021,Jul,65.0,60.8,354921.0,331906.0,23015.0,6.5,Alaska
2021-08-01,2021,Aug,65.2,61.2,356195.0,333889.0,22306.0,6.3,Alaska
2021-09-01,2021,Sep,65.3,61.5,356963.0,336071.0,20892.0,5.9,Alaska
2021-10-01,2021,Oct,65.6,61.9,358558.0,338075.0,20483.0,5.7,Alaska
2021-11-01,2021,Nov,65.6,62.0,358735.0,338940.0,19795.0,5.5,Alaska
2021-12-01,2021,Dec,65.6,62.0,358991.0,339274.0,19717.0,5.5,Alaska
2022-01-01,2022,Jan,66.0,62.3,361290.0,340942.0,20348.0,5.6,Alaska
2012-01-01,2012,Jan,60.2,55.8,1362428.0,1261262.0,101166.0,7.4,Arkansas
2012-02-01,2012,Feb,60.1,55.7,1360339.0,1260404.0,99935.0,7.3,Arkansas
2012-03-01,2012,Mar,60.0,55.6,1358109.0,1258810.0,99299.0,7.3,Arkansas
2012-04-01,2012,Apr,59.9,55.5,1355831.0,1256764.0,99067.0,7.3,Arkansas
2012-05-01,2012,May,59.8,55.4,1353594.0,1254657.0,98937.0,7.3,Arkansas
2012-06-01,2012,Jun,59.6,55.3,1351226.0,1252563.0,98663.0,7.3,Arkansas
2012-07-01,2012,Jul,59.5,55.2,1348643.0,1250599.0,98044.0,7.3,Arkansas
2012-08-01,2012,Aug,59.3,55.1,1346157.0,1248907.0,97250.0,7.2,Arkansas
2012-09-01,2012,Sep,59.2,55.0,1344172.0,1247567.0,96605.0,7.2,Arkansas
2012-10-01,2012,Oct,59.1,54.9,1342472.0,1246289.0,96183.0,7.2,Arkansas
2012-11-01,2012,Nov,59.0,54.8,1340897.0,1244873.0,96024.0,7.2,Arkansas
2012-12-01,2012,Dec,58.9,54.7,1339452.0,1243386.0,96066.0,7.2,Arkansas
2013-01-01,2013,Jan,58.9,54.6,1338053.0,1241811.0,96242.0,7.2,Arkansas
2013-02-01,2013,Feb,58.8,54.6,1336764.0,1240366.0,96398.0,7.2,Arkansas
2013-03-01,2013,Mar,58.7,54.5,1335682.0,1239345.0,96337.0,7.2,Arkansas
2013-04-01,2013,Apr,58.7,54.5,1334874.0,1238821.0,96053.0,7.2,Arkansas
2013-05-01,2013,May,58.6,54.4,1334104.0,1238431.0,95673.0,7.2,Arkansas
2013-06-01,2013,Jun,58.6,54.4,1333280.0,1237985.0,95295.0,7.1,Arkansas
2013-07-01,2013,Jul,58.5,54.3,1332281.0,1237390.0,94891.0,7.1,Arkansas
2013-08-01,2013,Aug,58.4,54.3,1330709.0,1236614.0,94095.0,7.1,Arkansas
2013-09-01,2013,Sep,58.3,54.2,1328616.0,1235898.0,92718.0,7.0,Arkansas
2013-10-01,2013,Oct,58.2,54.2,1326715.0,1235660.0,91055.0,6.9,Arkansas
2013-11-01,2013,Nov,58.1,54.2,1325461.0,1236175.0,89286.0,6.7,Arkansas
2013-12-01,2013,Dec,58.1,54.2,1324767.0,1237331.0,87436.0,6.6,Arkansas
2014-01-01,2014,Jan,58.0,54.3,1324443.0,1238994.0,85449.0,6.5,Arkansas
2014-02-01,2014,Feb,58.0,54.4,1324270.0,1240888.0,83382.0,6.3,Arkansas
2014-03-01,2014,Mar,58.0,54.4,1324213.0,1242674.0,81539.0,6.2,Arkansas
2014-04-01,2014,Apr,58.0,54.5,1324212.0,1244129.0,80083.0,6.0,Arkansas
2014-05-01,2014,May,58.0,54.5,1324336.0,1245446.0,78890.0,6.0,Arkansas
2014-06-01,2014,Jun,58.0,54.6,1324928.0,1247064.0,77864.0,5.9,Arkansas
2014-07-01,2014,Jul,58.0,54.6,1326166.0,1249184.0,76982.0,5.8,Arkansas
2014-08-01,2014,Aug,58.0,54.7,1328224.0,1251928.0,76296.0,5.7,Arkansas
2014-09-01,2014,Sep,58.1,54.8,1330805.0,1255079.0,75726.0,5.7,Arkansas
2014-10-01,2014,Oct,58.2,54.9,1333104.0,1258078.0,75026.0,5.6,Arkansas
2014-11-01,2014,Nov,58.2,55.0,1334565.0,1260362.0,74203.0,5.6,Arkansas
2014-12-01,2014,Dec,58.2,55.0,1335449.0,1261924.0,73525.0,5.5,Arkansas
2015-01-01,2015,Jan,58.2,55.1,1336169.0,1263086.0,73083.0,5.5,Arkansas
2015-02-01,2015,Feb,58.3,55.1,1336952.0,1264167.0,72785.0,5.4,Arkansas
2015-03-01,2015,Mar,58.3,55.1,1337920.0,1265637.0,72283.0,5.4,Arkansas
2015-04-01,2015,Apr,58.3,55.2,1338983.0,1267673.0,71310.0,5.3,Arkansas
2015-05-01,2015,May,58.3,55.3,1339839.0,1269993.0,69846.0,5.2,Arkansas
2015-06-01,2015,Jun,58.3,55.4,1340124.0,1272125.0,67999.0,5.1,Arkansas
2015-07-01,2015,Jul,58.3,55.4,1339927.0,1273942.0,65985.0,4.9,Arkansas
2015-08-01,2015,Aug,58.2,55.4,1339528.0,1275545.0,63983.0,4.8,Arkansas
2015-09-01,2015,Sep,58.2,55.5,1339273.0,1277195.0,62078.0,4.6,Arkansas
2015-10-01,2015,Oct,58.2,55.6,1339813.0,1279410.0,60403.0,4.5,Arkansas
2015-11-01,2015,Nov,58.2,55.7,1341300.0,1282346.0,58954.0,4.4,Arkansas
2015-12-01,2015,Dec,58.3,55.8,1343071.0,1285465.0,57606.0,4.3,Arkansas
2016-01-01,2016,Jan,58.3,55.9,1344484.0,1288132.0,56352.0,4.2,Arkansas
2016-02-01,2016,Feb,58.3,55.9,1345263.0,1289972.0,55291.0,4.1,Arkansas
2016-03-01,2016,Mar,58.3,55.9,1345319.0,1290874.0,54445.0,4.0,Arkansas
2016-04-01,2016,Apr,58.2,55.9,1344939.0,1291027.0,53912.0,4.0,Arkansas
2016-05-01,2016,May,58.2,55.9,1344591.0,1290913.0,53678.0,4.0,Arkansas
2016-06-01,2016,Jun,58.2,55.9,1344422.0,1290844.0,53578.0,4.0,Arkansas
2016-07-01,2016,Jul,58.1,55.8,1344309.0,1290861.0,53448.0,4.0,Arkansas
2016-08-01,2016,Aug,58.1,55.8,1344072.0,1290838.0,53234.0,4.0,Arkansas
2016-09-01,2016,Sep,58.0,55.8,1343648.0,1290648.0,53000.0,3.9,Arkansas
2016-10-01,2016,Oct,58.0,55.7,1342910.0,1290250.0,52660.0,3.9,Arkansas
2016-11-01,2016,Nov,57.9,55.7,1342237.0,1290085.0,52152.0,3.9,Arkansas
2016-12-01,2016,Dec,57.9,55.7,1342177.0,1290651.0,51526.0,3.8,Arkansas
2017-01-01,2017,Jan,58.1,55.9,1340807.0,1290170.0,50637.0,3.8,Arkansas
2017-02-01,2017,Feb,58.2,56.0,1342683.0,1292667.0,50016.0,3.7,Arkansas
2017-03-01,2017,Mar,58.2,56.1,1345009.0,1295409.0,49600.0,3.7,Arkansas
2017-04-01,2017,Apr,58.3,56.2,1347419.0,1297981.0,49438.0,3.7,Arkansas
2017-05-01,2017,May,58.4,56.3,1349569.0,1300097.0,49472.0,3.7,Arkansas
2017-06-01,2017,Jun,58.4,56.3,1351134.0,1301422.0,49712.0,3.7,Arkansas
2017-07-01,2017,Jul,58.5,56.3,1351933.0,1301824.0,50109.0,3.7,Arkansas
2017-08-01,2017,Aug,58.4,56.2,1351813.0,1301295.0,50518.0,3.7,Arkansas
2017-09-01,2017,Sep,58.4,56.2,1350879.0,1300061.0,50818.0,3.8,Arkansas
2017-10-01,2017,Oct,58.3,56.1,1349529.0,1298573.0,50956.0,3.8,Arkansas
2017-11-01,2017,Nov,58.2,56.0,1348158.0,1297139.0,51019.0,3.8,Arkansas
2017-12-01,2017,Dec,58.1,55.9,1347206.0,1296258.0,50948.0,3.8,Arkansas
2018-01-01,2018,Jan,58.1,55.9,1346988.0,1296221.0,50767.0,3.8,Arkansas
2018-02-01,2018,Feb,58.1,56.0,1347645.0,1297171.0,50474.0,3.7,Arkansas
2018-03-01,2018,Mar,58.2,56.0,1348903.0,1298923.0,49980.0,3.7,Arkansas
2018-04-01,2018,Apr,58.2,56.1,1349993.0,1300735.0,49258.0,3.6,Arkansas
2018-05-01,2018,May,58.2,56.1,1350426.0,1301908.0,48518.0,3.6,Arkansas
2018-06-01,2018,Jun,58.2,56.1,1350393.0,1302450.0,47943.0,3.6,Arkansas
2018-07-01,2018,Jul,58.2,56.1,1350271.0,1302622.0,47649.0,3.5,Arkansas
2018-08-01,2018,Aug,58.2,56.1,1350725.0,1302919.0,47806.0,3.5,Arkansas
2018-09-01,2018,Sep,58.2,56.1,1352197.0,1303757.0,48440.0,3.6,Arkansas
2018-10-01,2018,Oct,58.3,56.2,1354601.0,1305344.0,49257.0,3.6,Arkansas
2018-11-01,2018,Nov,58.4,56.2,1357512.0,1307684.0,49828.0,3.7,Arkansas
2018-12-01,2018,Dec,58.5,56.3,1360370.0,1310519.0,49851.0,3.7,Arkansas
2019-01-01,2019,Jan,58.6,56.5,1362602.0,1313365.0,49237.0,3.6,Arkansas
2019-02-01,2019,Feb,58.6,56.5,1363906.0,1315774.0,48132.0,3.5,Arkansas
2019-03-01,2019,Mar,58.6,56.6,1364259.0,1317269.0,46990.0,3.4,Arkansas
2019-04-01,2019,Apr,58.6,56.6,1364020.0,1317875.0,46145.0,3.4,Arkansas
2019-05-01,2019,May,58.6,56.6,1363616.0,1317815.0,45801.0,3.4,Arkansas
2019-06-01,2019,Jun,58.5,56.6,1363502.0,1317463.0,46039.0,3.4,Arkansas
2019-07-01,2019,Jul,58.5,56.5,1364006.0,1317280.0,46726.0,3.4,Arkansas
2019-08-01,2019,Aug,58.5,56.5,1365145.0,1317678.0,47467.0,3.5,Arkansas
2019-09-01,2019,Sep,58.6,56.5,1366734.0,1318945.0,47789.0,3.5,Arkansas
2019-10-01,2019,Oct,58.6,56.6,1368464.0,1320642.0,47822.0,3.5,Arkansas
2019-11-01,2019,Nov,58.6,56.6,1369814.0,1322015.0,47799.0,3.5,Arkansas
2019-12-01,2019,Dec,58.6,56.6,1370084.0,1322185.0,47899.0,3.5,Arkansas
2020-01-01,2020,Jan,58.6,56.5,1369218.0,1321046.0,48172.0,3.5,Arkansas
2020-02-01,2020,Feb,58.5,56.4,1367618.0,1319012.0,48606.0,3.6,Arkansas
2020-03-01,2020,Mar,59.3,56.3,1385981.0,1317494.0,68487.0,4.9,Arkansas
2020-04-01,2020,Apr,59.0,53.1,1381107.0,1242557.0,138550.0,10.0,Arkansas
2020-05-01,2020,May,58.3,53.3,1365465.0,1246160.0,119305.0,8.7,Arkansas
2020-06-01,2020,Jun,57.8,53.4,1354029.0,1250914.0,103115.0,7.6,Arkansas
2020-07-01,2020,Jul,57.8,53.7,1353239.0,1257729.0,95510.0,7.1,Arkansas
2020-08-01,2020,Aug,57.4,53.9,1346158.0,1262734.0,83424.0,6.2,Arkansas
2020-09-01,2020,Sep,57.4,54.0,1345464.0,1266785.0,78679.0,5.8,Arkansas
2020-10-01,2020,Oct,57.1,54.0,1339560.0,1267889.0,71671.0,5.4,Arkansas
2020-11-01,2020,Nov,56.9,54.0,1337106.0,1268131.0,68975.0,5.2,Arkansas
2020-12-01,2020,Dec,56.8,54.0,1335440.0,1268083.0,67357.0,5.0,Arkansas
2021-01-01,2021,Jan,56.7,54.0,1333060.0,1268247.0,64813.0,4.9,Arkansas
2021-02-01,2021,Feb,56.7,54.0,1332313.0,1268940.0,63373.0,4.8,Arkansas
2021-03-01,2021,Mar,56.7,54.0,1332788.0,1270865.0,61923.0,4.6,Arkansas
2021-04-01,2021,Apr,56.7,54.1,1333117.0,1272833.0,60284.0,4.5,Arkansas
2021-05-01,2021,May,56.6,54.1,1332758.0,1274656.0,58102.0,4.4,Arkansas
2021-06-01,2021,Jun,56.6,54.2,1332580.0,1276205.0,56375.0,4.2,Arkansas
2021-07-01,2021,Jul,56.5,54.2,1331143.0,1277988.0,53155.0,4.0,Arkansas
2021-08-01,2021,Aug,56.4,54.3,1330686.0,1280596.0,50090.0,3.8,Arkansas
2021-09-01,2021,Sep,56.3,54.3,1330685.0,1283697.0,46988.0,3.5,Arkansas
2021-10-01,2021,Oct,56.3,54.4,1331746.0,1286851.0,44895.0,3.4,Arkansas
2021-11-01,2021,Nov,56.3,54.4,1331333.0,1287392.0,43941.0,3.3,Arkansas
2021-12-01,2021,Dec,56.2,54.4,1330743.0,1287166.0,43577.0,3.3,Arkansas
2022-01-01,2022,Jan,56.3,54.5,1334885.0,1292292.0,42593.0,3.2,Arkansas
2012-01-01,2012,Jan,67.4,61.7,1912351.0,1752189.0,160162.0,8.4,Connecticut
2012-02-01,2012,Feb,67.2,61.6,1908624.0,1749642.0,158982.0,8.3,Connecticut
2012-03-01,2012,Mar,67.0,61.4,1904314.0,1745620.0,158694.0,8.3,Connecticut
2012-04-01,2012,Apr,66.8,61.2,1899200.0,1740242.0,158958.0,8.4,Connecticut
2012-05-01,2012,May,66.6,61.0,1893644.0,1734363.0,159281.0,8.4,Connecticut
2012-06-01,2012,Jun,66.4,60.8,1887999.0,1728720.0,159279.0,8.4,Connecticut
2012-07-01,2012,Jul,66.1,60.6,1882615.0,1723907.0,158708.0,8.4,Connecticut
2012-08-01,2012,Aug,66.0,60.4,1878205.0,1720408.0,157797.0,8.4,Connecticut
2012-09-01,2012,Sep,65.8,60.3,1875209.0,1718236.0,156973.0,8.4,Connecticut
2012-10-01,2012,Oct,65.7,60.2,1873204.0,1716902.0,156302.0,8.3,Connecticut
2012-11-01,2012,Nov,65.6,60.2,1871522.0,1715773.0,155749.0,8.3,Connecticut
2012-12-01,2012,Dec,65.6,60.1,1869431.0,1714212.0,155219.0,8.3,Connecticut
2013-01-01,2013,Jan,65.4,60.0,1866718.0,1712022.0,154696.0,8.3,Connecticut
2013-02-01,2013,Feb,65.3,59.9,1864254.0,1710153.0,154101.0,8.3,Connecticut
2013-03-01,2013,Mar,65.3,59.9,1863120.0,1709824.0,153296.0,8.2,Connecticut
2013-04-01,2013,Apr,65.3,60.0,1863931.0,1711614.0,152317.0,8.2,Connecticut
2013-05-01,2013,May,65.4,60.1,1866153.0,1714775.0,151378.0,8.1,Connecticut
2013-06-01,2013,Jun,65.4,60.2,1868813.0,1718256.0,150557.0,8.1,Connecticut
2013-07-01,2013,Jul,65.5,60.2,1870801.0,1721124.0,149677.0,8.0,Connecticut
2013-08-01,2013,Aug,65.5,60.3,1871349.0,1723188.0,148161.0,7.9,Connecticut
2013-09-01,2013,Sep,65.4,60.3,1870764.0,1724994.0,145770.0,7.8,Connecticut
2013-10-01,2013,Oct,65.4,60.4,1870128.0,1727081.0,143047.0,7.6,Connecticut
2013-11-01,2013,Nov,65.4,60.5,1870266.0,1729880.0,140386.0,7.5,Connecticut
2013-12-01,2013,Dec,65.4,60.6,1871503.0,1733625.0,137878.0,7.4,Connecticut
2014-01-01,2014,Jan,65.4,60.7,1873722.0,1738339.0,135383.0,7.2,Connecticut
2014-02-01,2014,Feb,65.5,60.9,1876435.0,1743577.0,132858.0,7.1,Connecticut
2014-03-01,2014,Mar,65.6,61.0,1879255.0,1748668.0,130587.0,6.9,Connecticut
2014-04-01,2014,Apr,65.7,61.2,1882025.0,1753324.0,128701.0,6.8,Connecticut
2014-05-01,2014,May,65.8,61.3,1884757.0,1757743.0,127014.0,6.7,Connecticut
2014-06-01,2014,Jun,65.8,61.5,1887936.0,1762463.0,125473.0,6.6,Connecticut
2014-07-01,2014,Jul,65.9,61.6,1891461.0,1767363.0,124098.0,6.6,Connecticut
2014-08-01,2014,Aug,66.0,61.8,1894819.0,1771979.0,122840.0,6.5,Connecticut
2014-09-01,2014,Sep,66.1,61.9,1897546.0,1776030.0,121516.0,6.4,Connecticut
2014-10-01,2014,Oct,66.2,62.0,1899432.0,1779699.0,119733.0,6.3,Connecticut
2014-11-01,2014,Nov,66.2,62.1,1900520.0,1783052.0,117468.0,6.2,Connecticut
2014-12-01,2014,Dec,66.2,62.2,1901233.0,1786010.0,115223.0,6.1,Connecticut
2015-01-01,2015,Jan,66.2,62.3,1901701.0,1788370.0,113331.0,6.0,Connecticut
2015-02-01,2015,Feb,66.2,62.3,1901730.0,1789810.0,111920.0,5.9,Connecticut
2015-03-01,2015,Mar,66.2,62.4,1900978.0,1790269.0,110709.0,5.8,Connecticut
2015-04-01,2015,Apr,66.1,62.3,1899181.0,1789732.0,109449.0,5.8,Connecticut
2015-05-01,2015,May,66.0,62.3,1896379.0,1788339.0,108040.0,5.7,Connecticut
2015-06-01,2015,Jun,65.9,62.2,1892772.0,1786301.0,106471.0,5.6,Connecticut
2015-07-01,2015,Jul,65.8,62.1,1889106.0,1784137.0,104969.0,5.6,Connecticut
2015-08-01,2015,Aug,65.7,62.0,1886215.0,1782474.0,103741.0,5.5,Connecticut
2015-09-01,2015,Sep,65.6,62.0,1884305.0,1781625.0,102680.0,5.4,Connecticut
2015-10-01,2015,Oct,65.5,62.0,1883557.0,1781801.0,101756.0,5.4,Connecticut
2015-11-01,2015,Nov,65.6,62.0,1883966.0,1782985.0,100981.0,5.4,Connecticut
2015-12-01,2015,Dec,65.6,62.1,1884911.0,1784830.0,100081.0,5.3,Connecticut
2016-01-01,2016,Jan,65.6,62.2,1885910.0,1787016.0,98894.0,5.2,Connecticut
2016-02-01,2016,Feb,65.7,62.3,1886939.0,1789442.0,97497.0,5.2,Connecticut
