date,Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate,State
2016-11-01,2016,Nov,59.3,56.4,9926694.0,9446908.0,479786.0,4.8,Florida
2016-12-01,2016,Dec,59.3,56.5,9941833.0,9468761.0,473072.0,4.8,Florida
2017-01-01,2017,Jan,59.3,56.5,9895826.0,9432161.0,463665.0,4.7,Florida
2017-02-01,2017,Feb,59.3,56.6,9918105.0,9463848.0,454257.0,4.6,Florida
2017-03-01,2017,Mar,59.4,56.7,9942750.0,9497565.0,445185.0,4.5,Florida
2017-04-01,2017,Apr,59.5,56.9,9965664.0,9528286.0,437378.0,4.4,Florida
2017-05-01,2017,May,59.5,56.9,9982016.0,9551303.0,430713.0,4.3,Florida
2017-06-01,2017,Jun,59.4,56.9,9990313.0,9564671.0,425642.0,4.3,Florida
2017-07-01,2017,Jul,59.4,56.9,9992489.0,9570284.0,422205.0,4.2,Florida
2017-08-01,2017,Aug,59.3,56.8,9991052.0,9571788.0,419264.0,4.2,Florida
2017-09-01,2017,Sep,59.2,56.7,9989384.0,9573364.0,416020.0,4.2,Florida
2017-10-01,2017,Oct,59.1,56.7,9991165.0,9578823.0,412342.0,4.1,Florida
2017-11-01,2017,Nov,59.1,56.7,9997632.0,9589039.0,408593.0,4.1,Florida
2017-12-01,2017,Dec,59.1,56.7,10009156.0,9604892.0,404264.0,4.0,Florida
2018-01-01,2018,Jan,59.1,56.8,10025901.0,9626354.0,399547.0,4.0,Florida
2018-02-01,2018,Feb,59.2,56.9,10047195.0,9652344.0,394851.0,3.9,Florida
2018-03-01,2018,Mar,59.3,57.0,10069727.0,9679693.0,390034.0,3.9,Florida
2018-04-01,2018,Apr,59.3,57.1,10089728.0,9705256.0,384472.0,3.8,Florida
2018-05-01,2018,May,59.3,57.1,10105273.0,9726952.0,378321.0,3.7,Florida
2018-06-01,2018,Jun,59.3,57.1,10115702.0,9743983.0,371719.0,3.7,Florida
2018-07-01,2018,Jul,59.3,57.2,10121611.0,9756396.0,365215.0,3.6,Florida
2018-08-01,2018,Aug,59.3,57.1,10126261.0,9765658.0,360603.0,3.6,Florida
2018-09-01,2018,Sep,59.2,57.1,10131789.0,9773009.0,358780.0,3.5,Florida
2018-10-01,2018,Oct,59.2,57.1,10138858.0,9779580.0,359278.0,3.5,Florida
2018-11-01,2018,Nov,59.2,57.1,10146721.0,9786049.0,360672.0,3.6,Florida
2018-12-01,2018,Dec,59.2,57.1,10154996.0,9793706.0,361290.0,3.6,Florida
2019-01-01,2019,Jan,59.2,57.1,10163853.0,9804134.0,359719.0,3.5,Florida
2019-02-01,2019,Feb,59.2,57.1,10174296.0,9819178.0,355118.0,3.5,Florida
2019-03-01,2019,Mar,59.2,57.2,10188506.0,9839536.0,348970.0,3.4,Florida
2019-04-01,2019,Apr,59.3,57.3,10208164.0,9865230.0,342934.0,3.4,Florida
2019-05-01,2019,May,59.3,57.4,10232098.0,9893904.0,338194.0,3.3,Florida
2019-06-01,2019,Jun,59.4,57.5,10257501.0,9922572.0,334929.0,3.3,Florida
2019-07-01,2019,Jul,59.5,57.6,10280729.0,9948509.0,332220.0,3.2,Florida
2019-08-01,2019,Aug,59.5,57.6,10299370.0,9971189.0,328181.0,3.2,Florida
2019-09-01,2019,Sep,59.6,57.7,10315348.0,9994122.0,321226.0,3.1,Florida
2019-10-01,2019,Oct,59.6,57.8,10329967.0,10017597.0,312370.0,3.0,Florida
2019-11-01,2019,Nov,59.6,57.8,10342567.0,10039400.0,303167.0,2.9,Florida
2019-12-01,2019,Dec,59.5,57.8,10345433.0,10050398.0,295035.0,2.9,Florida
2020-01-01,2020,Jan,59.4,57.7,10330438.0,10042297.0,288141.0,2.8,Florida
2020-02-01,2020,Feb,59.1,57.5,10294450.0,10012525.0,281925.0,2.7,Florida
2020-03-01,2020,Mar,58.7,56.1,10227585.0,9771252.0,456333.0,4.5,Florida
2020-04-01,2020,Apr,53.8,46.7,9380853.0,8143705.0,1237148.0,13.2,Florida
2020-05-01,2020,May,57.5,49.5,10037789.0,8644298.0,1393491.0,13.9,Florida
2020-06-01,2020,Jun,57.0,50.4,9956310.0,8798187.0,1158123.0,11.6,Florida
2020-07-01,2020,Jul,58.5,51.2,10225935.0,8949782.0,1276153.0,12.5,Florida
2020-08-01,2020,Aug,57.7,52.5,10098071.0,9196204.0,901867.0,8.9,Florida
2020-09-01,2020,Sep,58.1,53.1,10189980.0,9302447.0,887533.0,8.7,Florida
2020-10-01,2020,Oct,57.6,53.4,10099923.0,9377388.0,722535.0,7.2,Florida
2020-11-01,2020,Nov,57.5,53.7,10108485.0,9434846.0,673639.0,6.7,Florida
2020-12-01,2020,Dec,57.7,53.9,10136315.0,9480484.0,655831.0,6.5,Florida
2021-01-01,2021,Jan,57.6,54.1,10130459.0,9525658.0,604801.0,6.0,Florida
2021-02-01,2021,Feb,57.6,54.4,10147295.0,9578055.0,569240.0,5.6,Florida
2021-03-01,2021,Mar,57.8,54.7,10187675.0,9641957.0,545718.0,5.4,Florida
2021-04-01,2021,Apr,58.0,55.1,10233841.0,9711010.0,522831.0,5.1,Florida
2021-05-01,2021,May,58.2,55.4,10279255.0,9779931.0,499324.0,4.9,Florida
2021-06-01,2021,Jun,58.5,55.7,10339718.0,9840984.0,498734.0,4.8,Florida
2021-07-01,2021,Jul,58.6,55.9,10366760.0,9898454.0,468306.0,4.5,Florida
2021-08-01,2021,Aug,58.7,56.1,10398288.0,9950394.0,447894.0,4.3,Florida
2021-09-01,2021,Sep,58.6,56.3,10398117.0,9994587.0,403530.0,3.9,Florida
2021-10-01,2021,Oct,58.6,56.4,10415801.0,10029603.0,386198.0,3.7,Florida
2021-11-01,2021,Nov,58.5,56.4,10403809.0,10037181.0,366628.0,3.5,Florida
2021-12-01,2021,Dec,58.4,56.3,10400410.0,10036813.0,363597.0,3.5,Florida
2022-01-01,2022,Jan,58.6,56.5,10448456.0,10084705.0,363751.0,3.5,Florida
2012-01-01,2012,Jan,61.6,56.3,9564435.0,8742699.0,821736.0,8.6,New York
2012-02-01,2012,Feb,61.6,56.3,9568747.0,8742066.0,826681.0,8.6,New York
2012-03-01,2012,Mar,61.6,56.3,9575456.0,8742131.0,833325.0,8.7,New York
2012-04-01,2012,Apr,61.6,56.2,9581857.0,8742019.0,839838.0,8.8,New York
2012-05-01,2012,May,61.7,56.2,9588258.0,8744437.0,843821.0,8.8,New York
2012-06-01,2012,Jun,61.7,56.2,9595186.0,8751630.0,843556.0,8.8,New York
2012-07-01,2012,Jul,61.7,56.3,9602750.0,8764316.0,838434.0,8.7,New York
2012-08-01,2012,Aug,61.7,56.4,9612652.0,8781926.0,830726.0,8.6,New York
2012-09-01,2012,Sep,61.8,56.5,9625882.0,8802411.0,823471.0,8.6,New York
2012-10-01,2012,Oct,61.8,56.6,9638067.0,8820734.0,817333.0,8.5,New York
2012-11-01,2012,Nov,61.8,56.6,9645668.0,8833612.0,812056.0,8.4,New York
2012-12-01,2012,Dec,61.8,56.7,9647282.0,8840572.0,806710.0,8.4,New York
2013-01-01,2013,Jan,61.8,56.6,9643243.0,8842773.0,800470.0,8.3,New York
2013-02-01,2013,Feb,61.7,56.6,9637148.0,8844420.0,792728.0,8.2,New York
2013-03-01,2013,Mar,61.7,56.7,9634141.0,8850795.0,783346.0,8.1,New York
2013-04-01,2013,Apr,61.7,56.7,9638121.0,8864330.0,773791.0,8.0,New York
2013-05-01,2013,May,61.7,56.8,9646461.0,8880236.0,766225.0,7.9,New York
2013-06-01,2013,Jun,61.8,56.9,9655330.0,8893914.0,761416.0,7.9,New York
2013-07-01,2013,Jul,61.8,56.9,9660293.0,8902869.0,757424.0,7.8,New York
2013-08-01,2013,Aug,61.7,56.9,9655577.0,8906160.0,749417.0,7.8,New York
2013-09-01,2013,Sep,61.6,56.9,9640261.0,8905146.0,735115.0,7.6,New York
2013-10-01,2013,Oct,61.4,56.9,9620358.0,8902906.0,717452.0,7.5,New York
2013-11-01,2013,Nov,61.3,56.8,9601154.0,8901935.0,699219.0,7.3,New York
2013-12-01,2013,Dec,61.2,56.8,9583747.0,8901999.0,681748.0,7.1,New York
2014-01-01,2014,Jan,61.1,56.8,9568507.0,8903251.0,665256.0,7.0,New York
2014-02-01,2014,Feb,61.0,56.8,9555038.0,8905204.0,649834.0,6.8,New York
2014-03-01,2014,Mar,60.9,56.8,9543233.0,8906972.0,636261.0,6.7,New York
2014-04-01,2014,Apr,60.8,56.8,9531922.0,8907932.0,623990.0,6.5,New York
2014-05-01,2014,May,60.7,56.8,9521136.0,8909964.0,611172.0,6.4,New York
2014-06-01,2014,Jun,60.6,56.8,9512596.0,8914743.0,597853.0,6.3,New York
2014-07-01,2014,Jul,60.6,56.8,9506832.0,8921190.0,585642.0,6.2,New York
2014-08-01,2014,Aug,60.6,56.9,9505320.0,8929372.0,575948.0,6.1,New York
2014-09-01,2014,Sep,60.6,56.9,9507458.0,8938865.0,568593.0,6.0,New York
2014-10-01,2014,Oct,60.6,57.0,9510169.0,8948744.0,561425.0,5.9,New York
2014-11-01,2014,Nov,60.6,57.0,9512399.0,8958578.0,553821.0,5.8,New York
2014-12-01,2014,Dec,60.6,57.1,9517113.0,8969792.0,547321.0,5.8,New York
2015-01-01,2015,Jan,60.6,57.2,9524954.0,8982601.0,542353.0,5.7,New York
2015-02-01,2015,Feb,60.7,57.3,9533927.0,8995441.0,538486.0,5.6,New York
2015-03-01,2015,Mar,60.7,57.3,9542416.0,9008594.0,533822.0,5.6,New York
2015-04-01,2015,Apr,60.8,57.4,9548293.0,9021384.0,526909.0,5.5,New York
2015-05-01,2015,May,60.8,57.5,9549164.0,9032002.0,517162.0,5.4,New York
2015-06-01,2015,Jun,60.7,57.5,9543550.0,9038865.0,504685.0,5.3,New York
2015-07-01,2015,Jul,60.7,57.5,9534767.0,9043435.0,491332.0,5.2,New York
2015-08-01,2015,Aug,60.6,57.6,9527129.0,9047482.0,479647.0,5.0,New York
2015-09-01,2015,Sep,60.6,57.6,9523717.0,9053257.0,470460.0,4.9,New York
2015-10-01,2015,Oct,60.6,57.6,9527500.0,9062751.0,464749.0,4.9,New York
2015-11-01,2015,Nov,60.6,57.7,9537575.0,9074704.0,462871.0,4.9,New York
2015-12-01,2015,Dec,60.7,57.8,9548386.0,9085645.0,462741.0,4.8,New York
2016-01-01,2016,Jan,60.8,57.8,9554664.0,9092379.0,462285.0,4.8,New York
2016-02-01,2016,Feb,60.8,57.8,9553707.0,9092674.0,461033.0,4.8,New York
2016-03-01,2016,Mar,60.7,57.8,9545384.0,9086193.0,459191.0,4.8,New York
2016-04-01,2016,Apr,60.6,57.7,9533668.0,9075462.0,458206.0,4.8,New York
2016-05-01,2016,May,60.6,57.6,9523916.0,9064157.0,459759.0,4.8,New York
2016-06-01,2016,Jun,60.5,57.6,9518429.0,9054675.0,463754.0,4.9,New York
2016-07-01,2016,Jul,60.5,57.5,9516807.0,9048360.0,468447.0,4.9,New York
2016-08-01,2016,Aug,60.5,57.5,9517447.0,9045264.0,472183.0,5.0,New York
2016-09-01,2016,Sep,60.5,57.5,9518718.0,9044383.0,474335.0,5.0,New York
2016-10-01,2016,Oct,60.5,57.5,9518573.0,9045425.0,473148.0,5.0,New York
2016-11-01,2016,Nov,60.5,57.5,9517508.0,9050218.0,467290.0,4.9,New York
